TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
PS51390	WAP	0.000417972095162631	-7.78009588565207	16	2	0.0869565217391304	23	11955	6590,5266	SLPI,PI3	SLPI,PI3
PS51162	THYROGLOBULIN_1_2	0.000473147537760702	-7.65610329895319	17	2	0.0869565217391304	23	11955	3489,3486	IGFBP6,IGFBP3	IGFBP6,IGFBP3
PS00484	THYROGLOBULIN_1_1	0.000473147537760702	-7.65610329895319	17	2	0.0869565217391304	23	11955	3489,3486	IGFBP6,IGFBP3	IGFBP6,IGFBP3
PS51323	IGFBP_N_2	0.00065869814132937	-7.32524518404717	20	2	0.0869565217391304	23	11955	3489,3486	IGFBP6,IGFBP3	IGFBP6,IGFBP3
PS50838	MAGE	0.0019133082905586	-6.25892144596265	34	2	0.0869565217391304	23	11955	4105,4102	MAGEA6,MAGEA3	MAGEA6,MAGEA3
PS00313	SVP_I	0.00192388122125813	-6.25341066395715	1	1	0.0434782608695652	23	11955	5266	PI3	PI3
PS00391	ATPASE_NA_K_BETA_2	0.0076743056274274	-4.86987746159814	4	1	0.0434782608695652	23	11955	481	ATP1B1	ATP1B1
PS51234	TSP3	0.00958406137756129	-4.64765383345997	5	1	0.0434782608695652	23	11955	7057	THBS1	THBS1
PS00390	ATPASE_NA_K_BETA_1	0.00958406137756129	-4.64765383345997	5	1	0.0434782608695652	23	11955	481	ATP1B1	ATP1B1
PS51236	TSP_CTER	0.00958406137756129	-4.64765383345997	5	1	0.0434782608695652	23	11955	7057	THBS1	THBS1
PS51460	GAR	0.0114903012592324	-4.46625196821085	6	1	0.0434782608695652	23	11955	667	DST	DST
PS00025	P_TREFOIL_1	0.0152922581240038	-4.18040858361453	8	1	0.0434782608695652	23	11955	7032	TFF2	TFF2
PS51448	P_TREFOIL_2	0.0171879874337219	-4.06354454417729	9	1	0.0434782608695652	23	11955	7032	TFF2	TFF2
PS00547	TRANSGLUTAMINASES	0.0171879874337219	-4.06354454417729	9	1	0.0434782608695652	23	11955	7052	TGM2	TGM2
PS00222	IGFBP_N_1	0.0209689785478902	-3.86471114541729	11	1	0.0434782608695652	23	11955	3486	IGFBP3	IGFBP3
PS51433	PNT	0.0209689785478902	-3.86471114541729	11	1	0.0434782608695652	23	11955	1999	ELF3	ELF3
PS01241	LINK_1	0.0228542526186428	-3.77861806873321	12	1	0.0434782608695652	23	11955	7130	TNFAIP6	TNFAIP6
PS00471	SMALL_CYTOKINES_CXC	0.0247360538570104	-3.69949342930708	13	1	0.0434782608695652	23	11955	2921	CXCL3	CXCL3
PS50963	LINK_2	0.0266143883702886	-3.62630329326064	14	1	0.0434782608695652	23	11955	7130	TNFAIP6	TNFAIP6
PS50050	TNFR_NGFR_2	0.0415169918551369	-3.18165249325165	22	1	0.0434782608695652	23	11955	4982	TNFRSF11B	TNFRSF11B
PS00019	ACTININ_1	0.0433643989785416	-3.13811647453956	23	1	0.0434782608695652	23	11955	667	DST	DST
PS00020	ACTININ_2	0.0433643989785416	-3.13811647453956	23	1	0.0434782608695652	23	11955	667	DST	DST
PS00652	TNFR_NGFR_1	0.0433643989785416	-3.13811647453956	23	1	0.0434782608695652	23	11955	4982	TNFRSF11B	TNFRSF11B
PS50061	ETS_DOMAIN_3	0.0525504611220292	-2.945981406778	28	1	0.0434782608695652	23	11955	1999	ELF3	ELF3
PS50026	EGF_3	0.0535176483435518	-2.92774380389675	195	2	0.0869565217391304	23	11955	7039,7057	TGFA,THBS1	TGFA,THBS1
PS01208	VWFC_1	0.0598385007387761	-2.81610600012885	32	1	0.0434782608695652	23	11955	7057	THBS1	THBS1
PS50184	VWFC_2	0.0616521143002802	-2.78624775474038	33	1	0.0434782608695652	23	11955	7057	THBS1	THBS1
PS01186	EGF_2	0.062056144910778	-2.77971574063486	212	2	0.0869565217391304	23	11955	7039,7057	TGFA,THBS1	TGFA,THBS1
PS01180	CUB	0.0919762785601115	-2.38622457691791	50	1	0.0434782608695652	23	11955	7130	TNFAIP6	TNFAIP6
PS00226	IF	0.114530492067081	-2.16691418517834	63	1	0.0434782608695652	23	11955	3855	KRT7	KRT7
PS50092	TSP1	0.117952449502864	-2.13747370604554	65	1	0.0434782608695652	23	11955	7057	THBS1	THBS1
PS50021	CH	0.128142591033106	-2.05461164264554	71	1	0.0434782608695652	23	11955	667	DST	DST
PS00232	CADHERIN_1	0.190112445750961	-1.66013956213599	109	1	0.0434782608695652	23	11955	5097	PCDH1	PCDH1
PS50268	CADHERIN_2	0.197945613929554	-1.61976296314174	114	1	0.0434782608695652	23	11955	5097	PCDH1	PCDH1
PS50835	IG_LIKE	0.199057666435768	-1.61416071515181	429	2	0.0869565217391304	23	11955	4680,1048	CEACAM6,CEACAM5	CEACAM6,CEACAM5
PS00022	EGF_1	0.287861245128318	-1.2452767026921	175	1	0.0434782608695652	23	11955	7039	TGFA	TGFA
PS00018	EF_HAND_1	0.289251668843821	-1.24045814336986	176	1	0.0434782608695652	23	11955	667	DST	DST
PS50102	RRM	0.336313030422251	-1.08971291456295	211	1	0.0434782608695652	23	11955	11030	RBPMS	RBPMS
PS50222	EF_HAND_2	0.34407536474021	-1.06689456205691	217	1	0.0434782608695652	23	11955	667	DST	DST
PS50262	G_PROTEIN_RECEP_F1_2	0.366613233455707	-1.00344784642197	662	2	0.0869565217391304	23	11955	2861,53836	GPR37,GPR87	GPR37,GPR87
PS00237	G_PROTEIN_RECEP_F1_1	0.629017737678398	-0.463595822872629	504	1	0.0434782608695652	23	11955	53836	GPR87	GPR87
PS01359	ZF_PHD_1	0.999999999968304	-3.16964600155325e-11	78	0	0	23	11955
PS00462	G_GLU_TRANSPEPTIDASE	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00354	HMGI_Y	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS50213	FAS1	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS50815	HORMA	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00653	GLYCOSYL_HYDROL_F1_2	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00992	SAA	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51510	PHOSPHAGEN_KINASE_C	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00248	NGF_1	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00759	ARGE_DAPE_CPG2_2	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51188	ZF_CR	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51407	LAMP_3	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00554	TEA_1	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00367	BH4_AAA_HYDROXYL_1	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51503	HIG1	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS50296	SUI1	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51216	NEBULIN	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS50880	TOPRIM	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00067	3HCDH	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS01291	ART	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51081	ZF_SIAH	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00708	PRO_ENDOPEP_SER	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS01289	TSC22	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51088	TEA_2	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51083	ZF_HIT	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51060	PARP_ALPHA_HD	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51328	L_LECTIN_LIKE	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51416	MIB_HERC2	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00485	A_DEAMINASE	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS01345	COE	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00841	XPG_1	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00804	CALRETICULIN_2	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00204	FERRITIN_2	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS50945	I_LWEQ	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51800	ZF_CHHC_U11_48K	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00833	25A_SYNTH_2	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS50980	COA_CT_NTER	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00487	IMP_DH_GMP_RED	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00288	TIMP	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00964	SYNDECAN	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS01174	LIPASE_GDXG_SER	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00865	UBIQUITIN_ACTIVAT_2	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51509	PHOSPHAGEN_KINASE_N	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00629	IMP_1	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00123	ALKALINE_PHOSPHATASE	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00379	CDP_ALCOHOL_P_TRANSF	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS50856	AMOP	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51438	ALBUMIN_2	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51207	PXA	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51533	ADD	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51679	SAM_MT_C5	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS01158	MIF	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51770	HOTDOG_ACOT	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00295	ARRESTINS	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51111	REJ	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51505	SCA7	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00198	4FE4S_FER_1	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51484	G8	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00212	ALBUMIN_1	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51091	FN1_2	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS00326	TROPOMYOSIN	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
PS51673	SUZ	0.999999999969244	-3.07555016596616e-11	4	0	0	23	11955
